iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
KEN,Africa,Kenya,03/07/2020,6941,268,152,3,129.084,4.984,2.827,0.056,4147,180206,3.351,0.077,3115,0.058,units unclear,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,04/07/2020,7188,247,154,2,133.677,4.594,2.864,0.037,4829,185035,3.441,0.09,3222,0.06,units unclear,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,05/07/2020,7577,389,159,5,140.912,7.234,2.957,0.093,4228,189263,3.52,0.079,3438,0.064,units unclear,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,06/07/2020,7886,309,160,1,146.658,5.747,2.976,0.019,2131,191394,3.559,0.04,3425,0.064,units unclear,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,07/07/2020,8067,181,164,4,150.024,3.366,3.05,0.074,2061,193455,3.598,0.038,3374,0.063,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,08/07/2020,8250,183,167,3,153.428,3.403,3.106,0.056,3053,196508,3.655,0.057,3308,0.062,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,09/07/2020,8528,278,169,2,158.598,5.17,3.143,0.037,3803,200311,3.725,0.071,3465,0.064,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,10/07/2020,8975,447,173,4,166.911,8.313,3.217,0.074,6273,206584,3.842,0.117,3768,0.07,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,11/07/2020,9448,473,181,8,175.707,8.797,3.366,0.149,1403,207987,3.868,0.026,3279,0.061,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,12/07/2020,9726,278,184,3,180.877,5.17,3.422,0.056,7050,215037,3.999,0.131,3682,0.068,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,13/07/2020,10105,379,185,1,187.926,7.048,3.44,0.019,1205,216242,4.022,0.022,3550,0.066,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,14/07/2020,10294,189,197,12,191.44,3.515,3.664,0.223,4992,221234,4.114,0.093,3968,0.074,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,15/07/2020,10791,497,202,5,200.683,9.243,3.757,0.093,4261,225495,4.194,0.079,4141,0.077,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,16/07/2020,11252,461,209,7,209.257,8.573,3.887,0.13,3895,229390,4.266,0.072,4154,0.077,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,17/07/2020,11673,421,213,4,217.086,7.829,3.961,0.074,3545,232935,4.332,0.066,3764,0.07,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,18/07/2020,12062,389,222,9,224.32,7.234,4.129,0.167,5228,238163,4.429,0.097,4311,0.08,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,19/07/2020,12750,688,225,3,237.115,12.795,4.184,0.056,5724,243887,4.536,0.106,4121,0.077,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,20/07/2020,13353,603,234,9,248.329,11.214,4.352,0.167,2474,246361,4.582,0.046,4303,0.08,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,21/07/2020,13771,418,238,4,256.103,7.774,4.426,0.074,3637,249998,4.649,0.068,4109,0.076,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,22/07/2020,14168,397,250,12,263.486,7.383,4.649,0.223,4275,254273,4.729,0.08,4111,0.076,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,23/07/2020,14805,637,260,10,275.333,11.846,4.835,0.186,6754,261027,4.854,0.126,4520,0.084,units unclear,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,24/07/2020,15601,796,263,3,290.136,14.803,4.891,0.056,5075,266102,4.949,0.094,4738,0.088,units unclear,,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,25/07/2020,16268,667,274,11,302.541,12.404,5.096,0.205,,,,,4635,0.086,units unclear,,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,26/07/2020,16643,375,278,4,309.515,6.974,5.17,0.074,,,,,4460,0.083,units unclear,,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,27/07/2020,17603,960,280,2,327.368,17.853,5.207,0.037,,279612,5.2,,4750,0.088,units unclear,,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,28/07/2020,17975,372,285,5,334.286,6.918,5.3,0.093,4888,284500,5.291,0.091,4929,0.092,units unclear,,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,29/07/2020,18581,606,299,14,345.556,11.27,5.561,0.26,5259,289759,5.389,0.098,5069,0.094,units unclear,,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,30/07/2020,19125,544,311,12,355.673,10.117,5.784,0.223,5521,295280,5.491,0.103,4893,0.091,units unclear,,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,31/07/2020,19913,788,325,14,370.328,14.655,6.044,0.26,8679,303959,5.653,0.161,5408,0.101,units unclear,,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,01/08/2020,20636,723,341,16,383.773,13.446,6.342,0.298,,,,,,,,,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,02/08/2020,21363,727,364,23,397.294,13.52,6.769,0.428,,,,,,,,,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
KEN,Africa,Kenya,03/08/2020,22053,690,369,5,410.126,12.832,6.862,0.093,,,,,,,,,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7
