sampledates,NAIROBI_posswabtest,NAIROBI_negswabtest,MOMBASA_posswabtest,MOMBASA_negswabtest,KAJIADO_posswabtest,KAJIADO_negswabtest,KIAMBU_posswabtest,KIAMBU_negswabtest,KILIFI_posswabtest,KILIFI_negswabtest,KISUMU_posswabtest,KISUMU_negswabtest,MACHAKOS_posswabtest,MACHAKOS_negswabtest,UASIN GISHU_posswabtest,UASIN GISHU_negswabtest,VIHIGA_posswabtest,VIHIGA_negswabtest,ISIOLO_posswabtest,ISIOLO_negswabtest,NAKURU_posswabtest,NAKURU_negswabtest,BUNGOMA_posswabtest,BUNGOMA_negswabtest,BUSIA_posswabtest,BUSIA_negswabtest,GARISSA_posswabtest,GARISSA_negswabtest,HOMABAY_posswabtest,HOMABAY_negswabtest,KERICHO_posswabtest,KERICHO_negswabtest,KISII_posswabtest,KISII_negswabtest,KITUI_posswabtest,KITUI_negswabtest,KWALE_posswabtest,KWALE_negswabtest,LAMU_posswabtest,LAMU_negswabtest,MAKUENI_posswabtest,MAKUENI_negswabtest,MARSABIT_posswabtest,MARSABIT_negswabtest,MIGORI_posswabtest,MIGORI_negswabtest,NAROK_posswabtest,NAROK_negswabtest,NYAMIRA_posswabtest,NYAMIRA_negswabtest,NYERI_posswabtest,NYERI_negswabtest,SIAYA_posswabtest,SIAYA_negswabtest,TAITA TAVETA_posswabtest,TAITA TAVETA_negswabtest,TANA RIVER_posswabtest,TANA RIVER_negswabtest,TRANS NZOIA_posswabtest,TRANS NZOIA_negswabtest,TURKANA_posswabtest,TURKANA_negswabtest,WAJIR_posswabtest,WAJIR_negswabtest,BARINGO_posswabtest,BARINGO_negswabtest,BOMET_posswabtest,BOMET_negswabtest,ELGEYO MARAKWET_posswabtest,ELGEYO MARAKWET_negswabtest,EMBU_posswabtest,EMBU_negswabtest,KAKAMEGA_posswabtest,KAKAMEGA_negswabtest,KIRINYAGA_posswabtest,KIRINYAGA_negswabtest,LAIKIPIA_posswabtest,LAIKIPIA_negswabtest,MANDERA_posswabtest,MANDERA_negswabtest,MERU_posswabtest,MERU_negswabtest,MURANGA_posswabtest,MURANGA_negswabtest,NANDI_posswabtest,NANDI_negswabtest,NYANDARUA_posswabtest,NYANDARUA_negswabtest,SAMBURU_posswabtest,SAMBURU_negswabtest,THARAKA NITHI_posswabtest,THARAKA NITHI_negswabtest,WEST POKOT_posswabtest,WEST POKOT_negswabtest
03/06/2020,45,-1,54,184,7,-1,3,-1,0,53,0,-1,6,-1,1,-1,0,-1,0,-1,1,-1,0,-1,49,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,3,7,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1
04/06/2020,16,-1,34,337,3,-1,0,-1,5,44,1,-1,1,-1,3,-1,0,-1,0,-1,1,-1,0,-1,10,-1,1,-1,0,-1,0,-1,0,-1,0,-1,9,65,0,0,0,-1,0,-1,3,-1,0,-1,0,-1,0,-1,0,-1,16,89,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
05/06/2020,27,-1,35,863,2,-1,5,-1,0,41,0,-1,3,-1,9,-1,0,-1,0,-1,0,-1,0,-1,3,-1,1,-1,0,-1,0,-1,0,-1,0,-1,4,42,0,0,0,-1,0,-1,6,-1,0,-1,0,-1,0,-1,1,-1,0,145,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
06/06/2020,70,-1,39,368,11,-1,14,-1,0,7,5,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,51,-1,1,-1,0,-1,0,-1,0,-1,1,-1,1,102,0,0,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,3,17,0,0,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
07/06/2020,66,-1,46,115,3,-1,4,-1,5,19,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,3,-1,10,-1,0,-1,0,-1,0,-1,0,-1,0,-1,10,60,0,0,0,-1,1,-1,2,-1,0,-1,0,-1,0,-1,0,-1,2,10,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
08/06/2020,162,-1,8,263,8,-1,20,-1,3,88,19,-1,13,-1,6,-1,0,-1,0,-1,0,-1,0,-1,33,-1,1,-1,0,-1,5,-1,3,-1,0,-1,0,0,0,0,0,-1,0,-1,4,-1,0,-1,5,-1,0,-1,0,-1,2,178,0,1,0,-1,7,-1,0,-1,0,-1,7,-1,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,2,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1
09/06/2020,47,-1,22,164,1,-1,1,-1,3,25,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,33,-1,0,-1,0,-1,0,-1,7,-1,0,-1,3,39,0,1,0,-1,0,-1,2,-1,0,-1,0,-1,1,-1,0,-1,4,75,0,4,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10/06/2020,35,-1,17,176,0,-1,11,-1,0,45,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,6,51,0,1,0,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,178,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
11/06/2020,72,-1,51,417,0,-1,1,-1,1,5,0,-1,1,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,26,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,172,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
12/06/2020,46,-1,12,281,9,-1,3,-1,0,18,1,-1,3,-1,0,-1,0,-1,0,-1,1,-1,0,-1,9,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,3,-1,0,-1,1,-1,0,-1,0,-1,7,114,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1
13/06/2020,38,-1,0,0,4,-1,3,-1,0,0,0,-1,3,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,2,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
14/06/2020,36,-1,87,169,0,-1,6,-1,0,0,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,3,161,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1
15/06/2020,176,-1,11,37,20,-1,12,-1,2,48,1,-1,3,-1,0,-1,1,-1,0,-1,7,-1,0,-1,7,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,11,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,13,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
16/06/2020,82,-1,7,212,9,-1,6,-1,4,31,0,-1,2,-1,1,-1,0,-1,3,-1,0,-1,0,-1,6,-1,3,-1,0,-1,0,-1,0,-1,0,-1,2,17,0,0,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,6,140,0,0,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1
17/06/2020,106,-1,23,308,10,-1,4,-1,0,21,0,-1,4,-1,2,-1,0,-1,0,-1,5,-1,0,-1,6,-1,4,-1,1,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,3,-1,0,-1,0,-1,0,-1,0,-1,8,137,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
18/06/2020,161,-1,23,223,15,-1,13,-1,0,35,1,-1,9,-1,0,-1,0,-1,0,-1,3,-1,0,-1,0,-1,0,-1,1,-1,2,-1,1,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,57,0,4,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
19/06/2020,44,-1,41,427,21,-1,6,-1,7,87,0,-1,3,-1,0,-1,0,-1,0,-1,0,-1,0,-1,2,-1,1,-1,0,-1,0,-1,0,-1,0,-1,4,36,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,5,98,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
20/06/2020,57,-1,18,574,6,-1,1,-1,0,14,1,-1,3,-1,1,-1,0,-1,0,-1,2,-1,1,-1,7,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,29,0,0,0,-1,0,-1,10,-1,0,-1,0,-1,0,-1,0,-1,0,93,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
21/06/2020,32,-1,19,298,0,-1,2,-1,3,17,0,-1,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,10,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,2,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
22/06/2020,180,-1,6,344,6,-1,15,-1,0,45,0,-1,6,-1,8,-1,0,-1,1,-1,1,-1,0,-1,9,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0,0,0,0,0,-1,0,-1,29,-1,0,-1,0,-1,0,-1,1,-1,0,64,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,4,-1,0,-1,0,-1,0,-1,0,-1,0,-1
23/06/2020,101,-1,29,454,16,-1,10,-1,1,53,0,-1,2,-1,6,-1,0,-1,1,-1,13,-1,1,-1,3,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,16,0,0,0,-1,1,-1,8,-1,0,-1,0,-1,1,-1,0,-1,3,50,0,0,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
24/06/2020,132,-1,5,360,7,-1,17,-1,0,18,0,-1,3,-1,4,-1,0,-1,0,-1,6,-1,0,-1,8,-1,2,-1,0,-1,0,-1,0,-1,0,-1,1,49,0,27,0,-1,1,-1,10,-1,0,-1,0,-1,0,-1,13,-1,1,104,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
25/06/2020,115,-1,13,266,6,-1,17,-1,1,36,2,-1,6,-1,9,-1,0,-1,0,-1,5,-1,0,-1,14,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,0,0,0,1,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,2,260,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,3,-1,0,-1,0,-1,0,-1,0,-1
26/06/2020,131,-1,20,450,7,-1,14,-1,0,25,1,-1,0,-1,3,-1,1,-1,0,-1,7,-1,0,-1,7,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,57,3,-1,0,-1,1,-1,1,-1,0,-1,0,-1,1,-1,1,1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
27/06/2020,105,-1,36,372,11,-1,15,-1,0,0,0,-1,27,-1,1,-1,0,-1,0,-1,0,-1,0,-1,11,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,42,2,10,7,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,2,181,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
28/06/2020,83,-1,39,561,1,-1,12,-1,2,38,1,-1,16,-1,1,-1,0,-1,0,-1,2,-1,0,-1,4,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,2,-1,0,-1,11,-1,23,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
29/06/2020,271,-1,20,277,14,-1,24,-1,2,47,1,-1,19,-1,11,-1,0,-1,0,-1,5,-1,0,-1,4,-1,3,-1,0,-1,4,-1,0,-1,1,-1,0,0,0,0,5,-1,0,-1,3,-1,0,-1,0,-1,0,-1,0,-1,1,94,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1
30/06/2020,209,-1,29,183,19,-1,28,-1,1,28,0,-1,14,-1,3,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,20,0,0,1,-1,0,-1,6,-1,0,-1,0,-1,0,-1,0,-1,0,83,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1
01/07/2020,170,-1,4,239,20,-1,12,-1,0,0,0,-1,6,-1,7,-1,0,-1,0,-1,2,-1,0,-1,8,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,-1,0,-1,1,-1,0,-1,1,-1,0,-1,2,-1,0,61,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1
02/07/2020,176,-1,25,376,20,-1,11,-1,0,5,0,-1,8,-1,4,-1,0,-1,0,-1,0,-1,0,-1,19,-1,0,-1,0,-1,0,-1,0,-1,5,-1,0,48,1,17,14,-1,0,-1,8,-1,1,-1,0,-1,0,-1,0,-1,0,24,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,2,-1,1,-1,0,-1,0,-1,0,-1
03/07/2020,206,-1,16,115,28,-1,19,-1,3,19,0,-1,10,-1,2,-1,0,-1,0,-1,7,-1,0,-1,9,-1,0,-1,0,-1,0,-1,0,-1,1,-1,2,15,0,0,8,-1,0,-1,2,-1,1,-1,0,-1,0,-1,0,-1,2,156,0,0,0,-1,3,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
04/07/2020,135,-1,13,212,8,-1,33,-1,0,28,0,-1,35,-1,0,-1,0,-1,1,-1,6,-1,0,-1,8,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,25,0,0,0,-1,0,-1,8,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,5,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1
05/07/2020,65,-1,7,277,3,-1,10,-1,0,0,0,-1,9,-1,0,-1,0,-1,0,-1,0,-1,0,-1,4,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,5,3,6,0,-1,0,-1,7,-1,1,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
06/07/2020,288,-1,21,214,23,-1,39,-1,3,14,0,-1,16,-1,4,-1,7,-1,0,-1,26,-1,0,-1,19,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,1,-1,0,-1,4,-1,0,-1,0,-1,0,-1,0,-1,1,156,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
07/07/2020,123,705,35,473,20,83,8,59,2,56,0,6,42,216,1,63,0,3,0,19,5,40,0,3,2,41,0,0,0,0,0,86,0,0,0,2,0,50,2,13,0,17,0,2,0,0,0,1,0,0,0,0,0,5,0,124,0,1,0,12,0,0,0,0,0,5,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,9,0,4,0,1,0,7,0,0,3,12
08/07/2020,180,677,14,351,15,71,29,86,0,64,1,54,21,124,3,41,7,7,3,6,2,49,1,5,16,319,1,4,0,0,1,31,1,145,1,1,0,0,0,0,3,60,1,3,31,225,0,0,0,0,0,11,0,16,0,50,0,0,0,8,0,54,1,3,0,3,0,4,0,3,0,1,1,22,0,2,0,100,0,1,1,5,1,4,0,71,0,5,0,4,0,0,8,3
09/07/2020,348,1248,13,492,19,105,29,136,0,70,1,99,11,74,6,194,0,1,0,0,22,42,0,12,0,14,1,4,0,21,1,8,0,3,1,16,0,0,3,37,2,8,0,0,2,12,0,80,1,21,0,2,0,16,1,267,0,0,0,7,1,93,0,0,0,19,0,2,1,4,0,4,0,18,0,0,3,322,0,0,0,28,1,19,0,15,0,1,0,0,0,0,8,67
10/07/2020,358,1813,12,218,12,308,31,350,0,41,2,83,24,239,6,104,0,3,1,1,5,79,1,5,15,204,2,40,0,7,1,4,0,6,0,19,0,45,6,16,0,22,1,42,5,80,0,6,0,50,0,5,11,478,0,98,0,0,1,63,2,40,0,1,0,4,0,2,0,4,0,2,1,18,2,4,2,98,0,0,0,48,0,19,0,46,1,4,0,1,0,0,7,140
11/07/2020,248,451,4,53,65,41,52,42,0,46,2,86,24,10,1,27,0,0,0,10,10,32,0,5,0,3,0,0,1,0,0,0,0,3,0,2,0,47,0,19,0,1,0,1,0,0,0,2,2,13,0,6,4,19,1,108,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,10,1,1,0,3,0,36,0,0,1,8,2,2,0,0,1,0,0,0,0,22,0,4
12/07/2020,245,1764,9,245,16,143,48,232,0,0,3,81,7,61,9,429,1,115,1,32,4,543,0,41,10,411,2,86,0,45,4,70,0,47,1,49,0,0,0,0,2,21,0,0,34,160,9,163,2,8,0,4,2,53,0,0,0,0,3,140,0,6,2,133,0,3,1,22,0,12,0,64,1,30,0,2,1,42,0,3,0,12,0,20,2,55,3,36,0,0,0,0,0,0
13/07/2020,194,500,7,315,14,44,22,85,1,3,1,5,10,89,1,2,0,0,0,0,1,20,0,0,0,0,0,26,0,0,1,1,0,0,0,1,0,1,0,0,1,4,0,1,0,1,0,0,0,0,2,2,2,1,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,45,0,0,0,7,1,17,0,0,0,2,0,0,0,0,3,3
14/07/2020,346,1428,0,2,60,313,57,266,7,252,1,14,21,92,7,338,0,2,0,1,9,193,1,12,2,66,0,25,0,1,5,12,1,1,2,22,1,13,4,14,3,27,0,0,1,0,2,3,0,23,3,25,0,2,1,129,0,0,1,27,1,166,0,0,0,11,0,3,0,2,0,2,2,12,0,22,1,141,0,0,2,58,3,14,2,98,0,3,0,19,0,0,2,2
15/07/2020,340,1097,10,140,108,152,20,162,0,25,2,65,26,67,9,121,0,16,0,0,10,250,1,20,2,128,1,0,0,81,0,70,1,6,1,4,0,0,4,59,3,119,2,11,15,117,4,29,0,1,7,86,1,15,1,77,0,0,0,10,0,17,0,0,0,2,1,8,0,3,2,0,3,53,0,3,7,49,0,1,1,4,0,25,0,140,0,2,0,0,0,0,0,1
16/07/2020,320,1079,7,85,15,77,34,103,1,4,3,54,10,35,5,135,0,1,0,29,9,260,0,43,8,189,1,58,1,1,0,5,1,91,0,1,4,86,0,64,34,127,0,1,10,235,1,44,1,1,2,5,0,1,1,119,0,0,2,14,0,2,0,0,0,7,2,4,0,9,0,0,0,7,0,8,1,8,1,0,0,4,1,3,0,6,0,2,1,0,0,0,0,1
17/07/2020,348,602,8,559,6,54,28,115,0,26,7,125,8,22,5,108,0,16,1,2,22,138,1,10,1,154,1,57,0,15,4,62,0,57,0,6,0,28,0,35,36,119,0,2,0,32,0,0,0,0,0,2,3,39,0,41,2,14,2,47,3,121,1,1,0,1,0,26,0,7,0,0,1,31,0,1,0,0,2,4,1,0,0,26,0,268,0,11,0,0,1,18,0,1
18/07/2020,643,1157,17,602,25,48,70,150,10,58,1,33,31,74,3,164,0,2,2,24,6,157,1,19,4,104,2,23,0,13,0,71,1,2,1,5,1,58,1,2,4,6,1,3,2,83,1,114,0,54,1,6,0,33,0,145,0,6,0,6,0,3,0,0,0,24,0,13,0,2,1,0,1,13,0,8,6,94,1,0,1,13,0,4,0,41,0,3,0,0,0,2,6,3
19/07/2020,479,1195,5,264,33,225,46,213,0,0,4,52,6,68,4,65,1,41,1,1,24,156,2,5,2,104,1,14,0,1,1,15,6,51,1,3,0,8,0,0,6,16,0,0,0,1,0,143,0,20,3,19,0,816,0,1,0,0,1,184,0,0,0,0,0,0,0,24,0,1,1,15,1,19,0,2,0,2,0,1,0,3,3,69,0,222,0,2,0,0,1,15,5,9
20/07/2020,281,715,1,114,15,56,50,205,2,104,0,2,29,158,0,3,2,0,1,42,8,46,0,1,0,7,2,9,0,0,0,0,0,1,3,85,0,17,2,12,3,8,0,0,0,1,3,64,0,0,3,34,0,0,1,36,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,7,55,0,11,0,0,3,63,0,0,0,0,2,2
21/07/2020,300,941,2,30,17,38,29,86,5,47,2,43,31,163,17,176,0,1,0,2,17,157,0,13,14,102,0,13,0,3,5,104,1,28,0,6,0,0,0,0,1,8,0,1,10,173,2,83,0,1,17,40,1,33,0,27,0,58,0,49,0,97,0,0,0,10,1,1,0,8,0,7,1,18,0,0,3,84,0,1,0,9,0,6,0,17,1,20,0,0,1,1,3,6
22/07/2020,392,945,7,196,63,329,60,170,1,62,1,83,95,381,7,152,2,34,0,21,24,136,2,11,14,104,1,19,2,25,3,42,4,68,1,4,3,27,0,0,1,15,3,15,0,2,0,10,1,0,13,29,2,4,0,79,0,0,2,9,0,19,1,0,0,5,6,13,0,10,1,8,1,86,1,50,1,2,0,2,2,57,11,142,0,17,2,10,0,0,0,15,9,9
23/07/2020,750,2595,18,272,41,308,59,250,0,5,3,69,51,347,14,149,0,4,2,13,5,67,0,64,5,130,1,7,0,0,17,65,3,28,2,6,0,26,2,2,0,26,0,0,26,101,11,102,0,0,2,82,2,19,0,0,0,3,2,56,0,1,1,0,0,9,0,2,0,2,1,2,0,90,0,1,9,120,0,2,1,2,2,13,4,8,0,7,0,0,0,1,16,27
24/07/2020,446,1207,16,348,79,346,48,144,0,1,5,91,48,268,19,128,1,32,0,1,23,142,3,37,6,170,11,48,1,43,0,8,0,5,0,5,0,20,0,0,10,32,0,0,0,0,1,4,1,13,8,39,0,13,1,77,0,0,0,69,15,156,7,92,0,1,1,7,0,7,1,5,1,13,0,2,0,26,0,5,0,0,3,46,1,6,1,2,0,20,0,0,54,68
25/07/2020,243,532,16,139,32,81,33,46,0,77,3,85,15,22,3,15,1,14,0,1,15,73,0,3,0,0,0,1,1,1,0,1,3,62,3,0,0,24,0,5,1,1,1,0,20,191,1,1,0,0,5,26,1,235,1,93,0,0,2,69,0,2,0,0,0,1,0,0,0,2,0,4,1,26,2,1,0,2,0,0,1,1,1,0,0,1,0,2,0,0,0,0,15,13
26/07/2020,589,2142,8,155,110,353,103,410,8,82,16,83,57,268,17,288,1,1,1,1,21,180,2,33,6,199,17,41,0,40,8,55,1,80,1,5,0,0,0,0,7,47,0,1,0,3,10,248,0,36,2,20,0,176,1,146,0,0,0,69,10,234,0,0,1,44,8,28,0,3,3,49,2,95,0,3,5,99,0,0,0,16,5,96,3,21,0,8,0,0,0,43,18,90
27/07/2020,270,784,3,103,19,36,20,78,0,46,0,2,43,217,12,96,1,1,0,1,0,15,0,1,0,31,0,0,0,0,0,0,1,0,0,35,0,38,0,0,1,13,0,0,0,0,0,0,0,0,4,2,0,7,0,117,0,31,0,0,0,1,2,3,5,23,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,5,3,2,142,0,2,0,0,1,49,107,653
28/07/2020,398,1380,5,24,20,77,57,276,0,14,0,9,7,52,12,285,1,2,1,1,18,98,0,6,0,73,6,26,0,0,10,114,0,1,0,4,0,0,0,0,0,9,0,6,2,0,2,3,0,1,1,35,0,4,0,125,0,5,0,8,0,49,0,0,0,0,3,31,0,1,4,39,0,8,1,2,0,0,0,0,3,1,1,7,2,87,2,2,0,0,0,1,106,733
29/07/2020,384,1402,4,145,41,137,50,138,0,91,4,78,9,53,18,220,1,26,0,0,18,135,3,31,6,174,1,6,1,77,1,41,8,45,1,6,0,1,1,3,1,10,0,7,9,127,10,45,1,4,5,191,0,23,0,0,0,2,2,158,0,0,1,0,1,3,1,10,0,9,0,0,3,58,0,0,11,72,3,3,0,41,11,298,0,93,1,25,0,0,0,0,29,195
30/07/2020,541,1729,15,141,22,131,96,328,1,12,10,56,18,100,6,176,1,1,0,0,39,120,0,51,8,316,5,28,1,7,9,103,0,1,3,27,7,42,2,32,6,44,0,1,0,0,14,67,0,0,6,6,8,35,2,97,2,0,2,95,0,16,2,37,5,48,9,39,0,8,0,8,1,35,2,3,0,3,0,1,2,23,3,26,4,109,1,7,0,0,4,29,3,32
