sampledates,KAJIADO_posswabtest,NAIROBI_posswabtest,KWALE_posswabtest,KILIFI_posswabtest,MOMBASA_posswabtest,KAKAMEGA_posswabtest,KITUI_posswabtest,KIAMBU_posswabtest,MACHAKOS_posswabtest,MURANGA_posswabtest,NYAMIRA_posswabtest,KERICHO_posswabtest,NAKURU_posswabtest,NYANDARUA_posswabtest,VIHIGA_posswabtest,LAIKIPIA_posswabtest,NYERI_posswabtest,HOMABAY_posswabtest,UASIN GISHU_posswabtest,KISII_posswabtest,MANDERA_posswabtest,SIAYA_posswabtest,MERU_posswabtest,TRANS NZOIA_posswabtest,WAJIR_posswabtest,MIGORI_posswabtest,BUSIA_posswabtest,ISIOLO_posswabtest,BOMET_posswabtest,TAITA TAVETA_posswabtest,GARISSA_posswabtest,MAKUENI_posswabtest,KIRINYAGA_posswabtest,KISUMU_posswabtest,TURKANA_posswabtest,EMBU_posswabtest,NANDI_posswabtest,ELGEYO MARAKWET_posswabtest,BUNGOMA_posswabtest,MARSABIT_posswabtest,NAROK_posswabtest,LAMU_posswabtest,TANA RIVER_posswabtest,THARAKA NITHI_posswabtest,BARINGO_posswabtest,WEST POKOT_posswabtest,SAMBURU_posswabtest
15/07/2020,28,411,0,6,7,1,3,64,11,1,0,0,6,2,0,0,1,0,5,1,1,0,4,0,0,0,8,1,0,1,0,0,0,4,2,0,0,0,0,0,4,1,0,0,0,0,0
16/07/2020,29,375,0,1,14,0,0,64,56,4,0,1,4,1,0,5,11,0,1,5,0,0,5,0,0,1,8,0,0,0,2,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0
17/07/2020,58,480,1,9,15,1,0,57,46,6,0,4,16,0,0,3,14,0,2,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0
18/07/2020,24,338,0,1,9,0,0,25,88,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,1,8,0,0,0,6,2,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0
19/07/2020,42,118,0,0,2,0,1,11,1,1,0,1,2,0,0,0,0,0,2,1,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20/07/2020,118,311,0,2,18,1,0,47,81,3,0,3,24,2,0,3,2,1,7,4,0,1,1,1,1,2,7,0,0,0,5,6,0,1,0,2,0,0,0,0,1,0,1,3,0,0,0
21/07/2020,30,423,0,1,21,2,0,42,17,0,0,0,9,2,1,3,9,0,6,1,0,1,1,0,1,21,7,0,6,0,0,4,0,0,5,3,0,0,0,0,11,2,0,1,0,0,0
22/07/2020,121,639,0,4,35,1,0,69,20,4,1,15,14,0,1,6,3,0,15,1,0,0,1,3,0,5,8,4,0,2,0,1,0,6,1,1,0,0,1,0,0,0,0,2,0,0,0
23/07/2020,43,423,0,0,14,1,0,84,29,7,0,4,13,1,0,0,4,0,5,2,0,0,1,2,2,14,2,0,1,0,9,1,0,2,0,4,1,0,1,0,10,0,1,0,0,0,0
24/07/2020,75,607,0,2,12,0,0,99,41,8,0,7,28,1,1,5,3,0,1,1,0,0,0,2,1,1,6,2,8,1,4,0,0,5,0,0,0,0,1,3,0,0,0,0,1,0,0
25/07/2020,14,200,0,1,17,2,0,22,13,11,1,3,6,0,0,0,1,1,16,0,0,0,0,1,0,0,15,0,0,1,3,0,0,10,9,0,2,0,0,0,11,1,0,0,1,0,0
26/07/2020,14,169,0,0,5,0,0,24,6,1,0,0,0,0,1,0,0,0,9,3,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0
27/07/2020,29,555,1,2,42,1,1,70,23,8,0,7,53,1,0,0,8,0,15,4,0,3,3,1,0,3,5,0,3,0,12,3,1,9,0,1,2,0,2,0,17,3,0,1,0,0,0
28/07/2020,23,585,1,1,18,0,0,89,15,5,0,4,33,0,1,6,7,0,5,0,0,6,6,1,1,5,16,0,13,2,2,1,21,3,0,3,0,0,1,0,2,0,2,1,0,1,0
29/07/2020,21,489,1,0,24,0,0,50,16,11,0,10,64,0,0,0,8,1,10,1,6,2,7,0,1,1,22,0,0,0,15,5,0,6,0,0,3,0,0,0,4,0,0,0,10,0,9
30/07/2020,47,578,3,3,26,11,1,118,22,0,0,2,24,1,2,16,33,2,20,1,0,7,2,1,0,6,13,0,2,0,5,3,2,6,12,2,2,1,2,0,27,0,0,0,0,0,0
31/07/2020,20,308,0,1,2,2,0,37,9,3,1,0,3,0,1,0,9,0,9,0,0,0,1,0,0,7,7,1,1,2,0,1,0,4,0,0,2,0,0,0,3,0,0,0,0,0,1
01/08/2020,10,112,0,2,10,0,0,21,8,4,0,0,3,0,0,0,4,0,1,0,0,0,0,0,0,4,9,0,1,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,1,0,0
02/08/2020,2,51,0,0,0,0,0,5,2,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,14,8,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
03/08/2020,37,188,0,1,6,0,0,67,7,3,0,7,8,0,1,16,3,0,3,5,0,0,1,0,1,0,15,8,1,1,0,2,1,14,7,0,0,2,1,1,4,0,0,0,0,0,0
04/08/2020,11,564,1,0,16,1,0,50,12,2,0,4,42,2,2,0,4,0,14,5,0,7,1,1,0,7,12,1,7,1,3,0,1,5,0,0,5,0,0,0,9,0,3,0,2,0,0
05/08/2020,16,370,0,2,8,1,0,43,32,2,0,6,20,0,1,15,2,4,3,8,0,1,5,3,1,2,14,1,1,2,1,1,0,4,3,0,1,0,1,0,0,0,0,0,0,0,0
06/08/2020,17,153,0,1,9,6,4,37,4,0,0,8,15,0,0,0,1,0,9,1,0,0,0,2,0,2,17,0,2,0,0,3,0,2,0,0,3,1,6,0,3,0,0,0,1,0,0
